Sukhumi,Libreville,"{""destination_addresses""=>[""Libreville, Gabon""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""9,696 km"", ""value""=>9696482}, ""duration""=>{""text""=>""5 days 21 hours"", ""value""=>508817}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Banjul,"{""destination_addresses""=>[""Banjul, The Gambia""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""8,942 km"", ""value""=>8942493}, ""duration""=>{""text""=>""4 days 7 hours"", ""value""=>371494}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Tbilisi,"{""destination_addresses""=>[""Tbilisi, Georgia""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""431 km"", ""value""=>430512}, ""duration""=>{""text""=>""6 hours 21 mins"", ""value""=>22840}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Berlin,"{""destination_addresses""=>[""Berlin, Germany""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""2,786 km"", ""value""=>2786078}, ""duration""=>{""text""=>""1 day 14 hours"", ""value""=>135706}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Accra,"{""destination_addresses""=>[""Accra, Ghana""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""8,828 km"", ""value""=>8827929}, ""duration""=>{""text""=>""5 days 7 hours"", ""value""=>456542}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Gibraltar,"{""destination_addresses""=>[""Gibraltar""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""5,519 km"", ""value""=>5519421}, ""duration""=>{""text""=>""2 days 10 hours"", ""value""=>207682}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Athens,"{""destination_addresses""=>[""Athens, Greece""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""distance""=>{""text""=>""2,586 km"", ""value""=>2585559}, ""duration""=>{""text""=>""1 day 6 hours"", ""value""=>106912}, ""status""=>""OK""}]}], ""status""=>""OK""}",\n
Sukhumi,Nuuk,"{""destination_addresses""=>[""Nuuk, Greenland""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
Sukhumi,St. George's,"{""destination_addresses""=>[""372 Purgatory Rd, Middletown, RI 02842, USA""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""ZERO_RESULTS""}]}], ""status""=>""OK""}",\n
Sukhumi,Hagåtña,"{""destination_addresses""=>[""""], ""origin_addresses""=>[""Sokhumi""], ""rows""=>[{""elements""=>[{""status""=>""NOT_FOUND""}]}], ""status""=>""OK""}",\n
